fold,dest,horizon,hour,state,axis,n_lots,changed,top1_changed
3,안양시청,15,4,운영 외,fare,26,0,0
3,안양시청,15,4,운영 외,walk,26,0,0
3,안양시청,15,6,운영 외,fare,26,0,0
3,안양시청,15,6,운영 외,walk,26,0,0
3,안양시청,15,8,운영 외,fare,26,0,0
3,안양시청,15,8,운영 외,walk,26,0,0
3,안양시청,15,10,운영 외,fare,26,0,0
3,안양시청,15,10,운영 외,walk,26,0,0
3,안양시청,15,12,운영 외,fare,26,0,0
3,안양시청,15,12,운영 외,walk,26,0,0
3,안양시청,15,14,운영 외,fare,26,0,0
3,안양시청,15,14,운영 외,walk,26,0,0
3,안양시청,15,16,운영 외,fare,26,0,0
3,안양시청,15,16,운영 외,walk,26,0,0
3,안양시청,15,18,운영 외,fare,26,0,0
3,안양시청,15,18,운영 외,walk,26,0,0
3,안양시청,15,20,운영 외,fare,26,0,0
3,안양시청,15,20,운영 외,walk,26,0,0
3,안양시청,15,22,운영 외,fare,26,0,0
3,안양시청,15,22,운영 외,walk,26,0,0
3,안양시청,30,0,운영 외,fare,26,0,0
3,안양시청,30,0,운영 외,walk,26,0,0
3,안양시청,30,2,운영 외,fare,26,0,0
3,안양시청,30,2,운영 외,walk,26,0,0
3,안양시청,30,4,운영 외,fare,26,0,0
3,안양시청,30,4,운영 외,walk,26,0,0
3,안양시청,30,6,운영 외,fare,26,0,0
3,안양시청,30,6,운영 외,walk,26,0,0
3,안양시청,30,8,운영 외,fare,26,0,0
3,안양시청,30,8,운영 외,walk,26,0,0
3,안양시청,30,10,운영 외,fare,26,0,0
3,안양시청,30,10,운영 외,walk,26,0,0
3,안양시청,30,12,운영 외,fare,26,0,0
3,안양시청,30,12,운영 외,walk,26,0,0
3,안양시청,30,14,운영 외,fare,26,0,0
3,안양시청,30,14,운영 외,walk,26,0,0
3,안양시청,30,16,운영 외,fare,26,0,0
3,안양시청,30,16,운영 외,walk,26,0,0
3,안양시청,30,18,운영 외,fare,26,0,0
3,안양시청,30,18,운영 외,walk,26,0,0
3,안양시청,30,20,운영 외,fare,26,0,0
3,안양시청,30,20,운영 외,walk,26,0,0
3,안양시청,30,22,운영 외,fare,26,0,0
3,안양시청,30,22,운영 외,walk,26,0,0
3,안양시청,60,0,운영 외,fare,26,1,0
3,안양시청,60,0,운영 외,walk,26,1,0
3,안양시청,60,2,운영 외,fare,26,1,0
3,안양시청,60,2,운영 외,walk,26,1,0
3,안양시청,60,4,운영 외,fare,26,1,0
3,안양시청,60,4,운영 외,walk,26,1,0
3,안양시청,60,6,운영 외,fare,26,0,0
3,안양시청,60,6,운영 외,walk,26,0,0
3,안양시청,60,8,운영 외,fare,26,0,0
3,안양시청,60,8,운영 외,walk,26,0,0
3,안양시청,60,10,운영 외,fare,26,0,0
3,안양시청,60,10,운영 외,walk,26,0,0
3,안양시청,60,12,운영 외,fare,26,0,0
3,안양시청,60,12,운영 외,walk,26,0,0
3,안양시청,60,14,운영 외,fare,26,0,0
3,안양시청,60,14,운영 외,walk,26,0,0
3,안양시청,60,16,운영 외,fare,26,0,0
3,안양시청,60,16,운영 외,walk,26,0,0
3,안양시청,60,18,운영 외,fare,26,0,0
3,안양시청,60,18,운영 외,walk,26,0,0
3,안양시청,60,20,운영 외,fare,26,0,0
3,안양시청,60,20,운영 외,walk,26,0,0
3,안양시청,60,22,운영 외,fare,26,1,0
3,안양시청,60,22,운영 외,walk,26,1,0
3,안양시청,120,0,운영 외,fare,26,1,0
3,안양시청,120,0,운영 외,walk,26,1,0
3,안양시청,120,2,운영 외,fare,26,1,0
3,안양시청,120,2,운영 외,walk,26,1,0
3,안양시청,120,4,운영 외,fare,26,1,0
3,안양시청,120,4,운영 외,walk,26,1,0
3,안양시청,120,6,운영 외,fare,26,1,0
3,안양시청,120,6,운영 외,walk,26,1,0
3,안양시청,120,8,운영 외,fare,26,0,0
3,안양시청,120,8,운영 외,walk,26,0,0
3,안양시청,120,10,운영 외,fare,26,0,0
3,안양시청,120,10,운영 외,walk,26,0,0
3,안양시청,120,12,운영 외,fare,26,0,0
3,안양시청,120,12,운영 외,walk,26,0,0
3,안양시청,120,14,운영 외,fare,26,0,0
3,안양시청,120,14,운영 외,walk,26,0,0
3,안양시청,120,16,운영 외,fare,26,0,0
3,안양시청,120,16,운영 외,walk,26,0,0
3,안양시청,120,18,운영 외,fare,26,0,0
3,안양시청,120,18,운영 외,walk,26,0,0
3,안양시청,120,20,운영 외,fare,26,0,0
3,안양시청,120,20,운영 외,walk,26,0,0
3,석수역,15,0,운영 외,fare,5,0,0
3,석수역,15,0,운영 외,walk,5,0,0
3,석수역,15,2,운영 외,fare,5,0,0
3,석수역,15,2,운영 외,walk,5,0,0
3,석수역,15,4,운영 외,fare,5,0,0
3,석수역,15,4,운영 외,walk,5,0,0
3,석수역,15,6,운영 외,fare,5,0,0
3,석수역,15,6,운영 외,walk,5,0,0
3,석수역,15,8,운영 외,fare,5,0,0
3,석수역,15,8,운영 외,walk,5,0,0
3,석수역,15,10,운영 외,fare,5,0,0
3,석수역,15,10,운영 외,walk,5,0,0
3,석수역,15,12,운영 외,fare,5,0,0
3,석수역,15,12,운영 외,walk,5,0,0
3,석수역,15,14,운영 외,fare,5,0,0
3,석수역,15,14,운영 외,walk,5,0,0
3,석수역,15,16,운영 외,fare,5,0,0
3,석수역,15,16,운영 외,walk,5,0,0
3,석수역,15,18,운영 외,fare,5,0,0
3,석수역,15,18,운영 외,walk,5,0,0
3,석수역,15,20,운영 외,fare,5,0,0
3,석수역,15,20,운영 외,walk,5,0,0
3,석수역,15,22,운영 외,fare,5,0,0
3,석수역,15,22,운영 외,walk,5,0,0
3,석수역,30,0,운영 외,fare,5,0,0
3,석수역,30,0,운영 외,walk,5,0,0
3,석수역,30,2,운영 외,fare,5,0,0
3,석수역,30,2,운영 외,walk,5,0,0
3,석수역,30,4,운영 외,fare,5,0,0
3,석수역,30,4,운영 외,walk,5,0,0
3,석수역,30,6,운영 외,fare,5,0,0
3,석수역,30,6,운영 외,walk,5,0,0
3,석수역,30,8,운영 외,fare,5,0,0
3,석수역,30,8,운영 외,walk,5,0,0
3,석수역,30,10,운영 외,fare,5,0,0
3,석수역,30,10,운영 외,walk,5,0,0
3,석수역,30,12,운영 외,fare,5,0,0
3,석수역,30,12,운영 외,walk,5,0,0
3,석수역,30,14,운영 외,fare,5,0,0
3,석수역,30,14,운영 외,walk,5,0,0
3,석수역,30,16,운영 외,fare,5,0,0
3,석수역,30,16,운영 외,walk,5,0,0
3,석수역,30,18,운영 외,fare,5,0,0
3,석수역,30,18,운영 외,walk,5,0,0
3,석수역,30,20,운영 외,fare,5,0,0
3,석수역,30,20,운영 외,walk,5,0,0
3,석수역,30,22,운영 외,fare,5,0,0
3,석수역,30,22,운영 외,walk,5,0,0
3,석수역,60,0,운영 외,fare,5,0,0
3,석수역,60,0,운영 외,walk,5,0,0
3,석수역,60,2,운영 외,fare,5,0,0
3,석수역,60,2,운영 외,walk,5,0,0
3,석수역,60,4,운영 외,fare,5,0,0
3,석수역,60,4,운영 외,walk,5,0,0
3,석수역,60,6,운영 외,fare,5,0,0
3,석수역,60,6,운영 외,walk,5,0,0
3,석수역,60,8,운영 외,fare,5,0,0
3,석수역,60,8,운영 외,walk,5,0,0
3,석수역,60,10,운영 외,fare,5,0,0
3,석수역,60,10,운영 외,walk,5,0,0
3,석수역,60,12,운영 외,fare,5,0,0
3,석수역,60,12,운영 외,walk,5,0,0
3,석수역,60,14,운영 외,fare,5,0,0
3,석수역,60,14,운영 외,walk,5,0,0
3,석수역,60,16,운영 외,fare,5,0,0
3,석수역,60,16,운영 외,walk,5,0,0
3,석수역,60,18,운영 외,fare,5,0,0
3,석수역,60,18,운영 외,walk,5,0,0
3,석수역,60,20,운영 외,fare,5,0,0
3,석수역,60,20,운영 외,walk,5,0,0
3,석수역,60,22,운영 외,fare,5,0,0
3,석수역,60,22,운영 외,walk,5,0,0
3,석수역,120,0,운영 외,fare,5,0,0
3,석수역,120,0,운영 외,walk,5,0,0
3,석수역,120,2,운영 외,fare,5,0,0
3,석수역,120,2,운영 외,walk,5,0,0
3,석수역,120,4,운영 외,fare,5,0,0
3,석수역,120,4,운영 외,walk,5,0,0
3,석수역,120,6,운영 외,fare,5,0,0
3,석수역,120,6,운영 외,walk,5,0,0
3,석수역,120,8,운영 외,fare,5,0,0
3,석수역,120,8,운영 외,walk,5,0,0
3,석수역,120,10,운영 외,fare,5,0,0
3,석수역,120,10,운영 외,walk,5,0,0
3,석수역,120,12,운영 외,fare,5,0,0
3,석수역,120,12,운영 외,walk,5,0,0
3,석수역,120,14,운영 외,fare,5,0,0
3,석수역,120,14,운영 외,walk,5,0,0
3,석수역,120,16,운영 외,fare,5,0,0
3,석수역,120,16,운영 외,walk,5,0,0
3,석수역,120,18,운영 외,fare,5,0,0
3,석수역,120,18,운영 외,walk,5,0,0
3,석수역,120,20,운영 외,fare,5,0,0
3,석수역,120,20,운영 외,walk,5,0,0
3,범계역,15,0,운영 외,fare,26,0,0
3,범계역,15,0,운영 외,walk,26,0,0
3,범계역,15,2,운영 외,fare,26,0,0
3,범계역,15,2,운영 외,walk,26,0,0
3,범계역,15,4,운영 외,fare,26,0,0
3,범계역,15,4,운영 외,walk,26,0,0
3,범계역,15,6,운영 외,fare,26,0,0
3,범계역,15,6,운영 외,walk,26,0,0
3,범계역,15,8,운영 외,fare,26,0,0
3,범계역,15,8,운영 외,walk,26,0,0
3,범계역,15,10,운영 외,fare,26,0,0
3,범계역,15,10,운영 외,walk,26,0,0
3,범계역,15,12,운영 외,fare,26,0,0
3,범계역,15,12,운영 외,walk,26,0,0
3,범계역,15,14,운영 외,fare,26,0,0
3,범계역,15,14,운영 외,walk,26,0,0
3,범계역,15,16,운영 외,fare,26,0,0
3,범계역,15,16,운영 외,walk,26,0,0
3,범계역,15,18,운영 외,fare,26,0,0
3,범계역,15,18,운영 외,walk,26,0,0
3,범계역,15,20,운영 외,fare,26,0,0
3,범계역,15,20,운영 외,walk,26,0,0
3,범계역,15,22,운영 외,fare,26,0,0
3,범계역,15,22,운영 외,walk,26,0,0
3,범계역,30,0,운영 외,fare,26,0,0
3,범계역,30,0,운영 외,walk,26,0,0
3,범계역,30,2,운영 외,fare,26,0,0
3,범계역,30,2,운영 외,walk,26,0,0
3,범계역,30,4,운영 외,fare,26,0,0
3,범계역,30,4,운영 외,walk,26,0,0
3,범계역,30,6,운영 외,fare,26,0,0
3,범계역,30,6,운영 외,walk,26,0,0
3,범계역,30,8,운영 외,fare,26,0,0
3,범계역,30,8,운영 외,walk,26,0,0
3,범계역,30,10,운영 외,fare,26,0,0
3,범계역,30,10,운영 외,walk,26,0,0
3,범계역,30,12,운영 외,fare,26,0,0
3,범계역,30,12,운영 외,walk,26,0,0
3,범계역,30,14,운영 외,fare,26,0,0
3,범계역,30,14,운영 외,walk,26,0,0
3,범계역,30,16,운영 외,fare,26,0,0
3,범계역,30,16,운영 외,walk,26,0,0
3,범계역,30,18,운영 외,fare,26,0,0
3,범계역,30,18,운영 외,walk,26,0,0
3,범계역,30,20,운영 외,fare,26,0,0
3,범계역,30,20,운영 외,walk,26,0,0
3,범계역,30,22,운영 외,fare,26,0,0
3,범계역,30,22,운영 외,walk,26,0,0
3,범계역,60,0,운영 외,fare,26,1,0
3,범계역,60,0,운영 외,walk,26,1,0
3,범계역,60,2,운영 외,fare,26,1,0
3,범계역,60,2,운영 외,walk,26,1,0
3,범계역,60,4,운영 외,fare,26,1,0
3,범계역,60,4,운영 외,walk,26,1,0
3,범계역,60,6,운영 외,fare,26,0,0
3,범계역,60,6,운영 외,walk,26,0,0
3,범계역,60,8,운영 외,fare,26,0,0
3,범계역,60,8,운영 외,walk,26,0,0
3,범계역,60,10,운영 외,fare,26,0,0
3,범계역,60,10,운영 외,walk,26,0,0
3,범계역,60,12,운영 외,fare,26,0,0
3,범계역,60,12,운영 외,walk,26,0,0
3,범계역,60,14,운영 외,fare,26,0,0
3,범계역,60,14,운영 외,walk,26,0,0
3,범계역,60,16,운영 외,fare,26,0,0
3,범계역,60,16,운영 외,walk,26,0,0
3,범계역,60,18,운영 외,fare,26,0,0
3,범계역,60,18,운영 외,walk,26,0,0
3,범계역,60,20,운영 외,fare,26,0,0
3,범계역,60,20,운영 외,walk,26,0,0
3,범계역,60,22,운영 외,fare,26,1,0
3,범계역,60,22,운영 외,walk,26,1,0
3,범계역,120,0,운영 외,fare,26,1,0
3,범계역,120,0,운영 외,walk,26,1,0
3,범계역,120,2,운영 외,fare,26,1,0
3,범계역,120,2,운영 외,walk,26,1,0
3,범계역,120,4,운영 외,fare,26,1,0
3,범계역,120,4,운영 외,walk,26,1,0
3,범계역,120,6,운영 외,fare,26,1,0
3,범계역,120,6,운영 외,walk,26,1,0
3,범계역,120,8,운영 외,fare,26,0,0
3,범계역,120,8,운영 외,walk,26,0,0
3,범계역,120,10,운영 외,fare,26,0,0
3,범계역,120,10,운영 외,walk,26,0,0
3,범계역,120,12,운영 외,fare,26,0,0
3,범계역,120,12,운영 외,walk,26,0,0
3,범계역,120,14,운영 외,fare,26,0,0
3,범계역,120,14,운영 외,walk,26,0,0
3,범계역,120,16,운영 외,fare,26,0,0
3,범계역,120,16,운영 외,walk,26,0,0
3,범계역,120,18,운영 외,fare,26,0,0
3,범계역,120,18,운영 외,walk,26,0,0
3,범계역,120,20,운영 외,fare,26,0,0
3,범계역,120,20,운영 외,walk,26,0,0
3,안양역,15,0,운영 외,fare,25,0,0
3,안양역,15,0,운영 외,walk,25,0,0
3,안양역,15,2,운영 외,fare,25,0,0
3,안양역,15,2,운영 외,walk,25,0,0
3,안양역,15,4,운영 외,fare,25,0,0
3,안양역,15,4,운영 외,walk,25,0,0
3,안양역,15,6,운영 외,fare,25,0,0
3,안양역,15,6,운영 외,walk,25,0,0
3,안양역,15,8,운영 외,fare,25,0,0
3,안양역,15,8,운영 외,walk,25,0,0
3,안양역,15,10,운영 중,fare,25,0,0
3,안양역,15,10,운영 중,walk,25,0,0
3,안양역,15,12,운영 중,fare,25,0,0
3,안양역,15,12,운영 중,walk,25,0,0
3,안양역,15,14,운영 중,fare,25,0,0
3,안양역,15,14,운영 중,walk,25,0,0
3,안양역,15,16,운영 중,fare,25,0,0
3,안양역,15,16,운영 중,walk,25,0,0
3,안양역,15,18,운영 외,fare,25,0,0
3,안양역,15,18,운영 외,walk,25,0,0
3,안양역,15,20,운영 외,fare,25,0,0
3,안양역,15,20,운영 외,walk,25,0,0
3,안양역,15,22,운영 외,fare,25,0,0
3,안양역,15,22,운영 외,walk,25,0,0
3,안양역,30,0,운영 외,fare,25,0,0
3,안양역,30,0,운영 외,walk,25,0,0
3,안양역,30,2,운영 외,fare,25,0,0
3,안양역,30,2,운영 외,walk,25,0,0
3,안양역,30,4,운영 외,fare,25,0,0
3,안양역,30,4,운영 외,walk,25,0,0
3,안양역,30,6,운영 외,fare,25,0,0
3,안양역,30,6,운영 외,walk,25,0,0
3,안양역,30,8,운영 외,fare,25,0,0
3,안양역,30,8,운영 외,walk,25,0,0
3,안양역,30,10,운영 중,fare,25,0,0
3,안양역,30,10,운영 중,walk,25,0,0
3,안양역,30,12,운영 중,fare,25,0,0
3,안양역,30,12,운영 중,walk,25,0,0
3,안양역,30,14,운영 중,fare,25,0,0
3,안양역,30,14,운영 중,walk,25,0,0
3,안양역,30,16,운영 중,fare,25,0,0
3,안양역,30,16,운영 중,walk,25,0,0
3,안양역,30,18,운영 외,fare,25,0,0
3,안양역,30,18,운영 외,walk,25,0,0
3,안양역,30,20,운영 외,fare,25,1,0
3,안양역,30,20,운영 외,walk,25,1,0
3,안양역,30,22,운영 외,fare,25,1,0
3,안양역,30,22,운영 외,walk,25,1,0
3,안양역,60,0,운영 외,fare,25,0,0
3,안양역,60,0,운영 외,walk,25,0,0
3,안양역,60,2,운영 외,fare,25,0,0
3,안양역,60,2,운영 외,walk,25,0,0
3,안양역,60,4,운영 외,fare,25,0,0
3,안양역,60,4,운영 외,walk,25,0,0
3,안양역,60,6,운영 외,fare,25,0,0
3,안양역,60,6,운영 외,walk,25,0,0
3,안양역,60,8,운영 외,fare,25,0,0
3,안양역,60,8,운영 외,walk,25,0,0
3,안양역,60,10,운영 중,fare,25,0,0
3,안양역,60,10,운영 중,walk,25,0,0
3,안양역,60,12,운영 중,fare,25,0,0
3,안양역,60,12,운영 중,walk,25,0,0
3,안양역,60,14,운영 중,fare,25,0,0
3,안양역,60,14,운영 중,walk,25,0,0
3,안양역,60,16,운영 중,fare,25,0,0
3,안양역,60,16,운영 중,walk,25,0,0
3,안양역,60,18,운영 외,fare,25,0,0
3,안양역,60,18,운영 외,walk,25,0,0
3,안양역,60,20,운영 외,fare,25,1,0
3,안양역,60,20,운영 외,walk,25,1,0
3,안양역,60,22,운영 외,fare,25,1,0
3,안양역,60,22,운영 외,walk,25,1,0
3,안양역,120,0,운영 외,fare,25,0,0
3,안양역,120,0,운영 외,walk,25,0,0
3,안양역,120,2,운영 외,fare,25,1,0
3,안양역,120,2,운영 외,walk,25,1,0
3,안양역,120,4,운영 외,fare,25,1,0
3,안양역,120,4,운영 외,walk,25,1,0
3,안양역,120,6,운영 외,fare,25,1,0
3,안양역,120,6,운영 외,walk,25,1,0
3,안양역,120,8,운영 외,fare,25,0,0
3,안양역,120,8,운영 외,walk,25,0,0
3,안양역,120,10,운영 중,fare,25,0,0
3,안양역,120,10,운영 중,walk,25,0,0
3,안양역,120,12,운영 중,fare,25,0,0
3,안양역,120,12,운영 중,walk,25,0,0
3,안양역,120,14,운영 중,fare,25,0,0
3,안양역,120,14,운영 중,walk,25,0,0
3,안양역,120,16,운영 중,fare,25,0,0
3,안양역,120,16,운영 중,walk,25,0,0
3,안양역,120,18,운영 외,fare,25,0,0
3,안양역,120,18,운영 외,walk,25,0,0
3,안양역,120,20,운영 외,fare,25,1,0
3,안양역,120,20,운영 외,walk,25,1,0
3,평촌역,15,0,운영 외,fare,25,0,0
3,평촌역,15,0,운영 외,walk,25,0,0
3,평촌역,15,2,운영 외,fare,25,0,0
3,평촌역,15,2,운영 외,walk,25,0,0
3,평촌역,15,4,운영 외,fare,25,0,0
3,평촌역,15,4,운영 외,walk,25,0,0
3,평촌역,15,6,운영 외,fare,25,0,0
3,평촌역,15,6,운영 외,walk,25,0,0
3,평촌역,15,8,운영 외,fare,25,0,0
3,평촌역,15,8,운영 외,walk,25,0,0
3,평촌역,15,10,운영 외,fare,25,0,0
3,평촌역,15,10,운영 외,walk,25,0,0
3,평촌역,15,12,운영 외,fare,25,0,0
3,평촌역,15,12,운영 외,walk,25,0,0
3,평촌역,15,14,운영 외,fare,25,0,0
3,평촌역,15,14,운영 외,walk,25,0,0
3,평촌역,15,16,운영 외,fare,25,0,0
3,평촌역,15,16,운영 외,walk,25,0,0
3,평촌역,15,18,운영 외,fare,25,0,0
3,평촌역,15,18,운영 외,walk,25,0,0
3,평촌역,15,20,운영 외,fare,25,0,0
3,평촌역,15,20,운영 외,walk,25,0,0
3,평촌역,15,22,운영 외,fare,25,0,0
3,평촌역,15,22,운영 외,walk,25,0,0
3,평촌역,30,0,운영 외,fare,25,0,0
3,평촌역,30,0,운영 외,walk,25,0,0
3,평촌역,30,2,운영 외,fare,25,0,0
3,평촌역,30,2,운영 외,walk,25,0,0
3,평촌역,30,4,운영 외,fare,25,0,0
3,평촌역,30,4,운영 외,walk,25,0,0
3,평촌역,30,6,운영 외,fare,25,0,0
3,평촌역,30,6,운영 외,walk,25,0,0
3,평촌역,30,8,운영 외,fare,25,0,0
3,평촌역,30,8,운영 외,walk,25,0,0
3,평촌역,30,10,운영 외,fare,25,0,0
3,평촌역,30,10,운영 외,walk,25,0,0
3,평촌역,30,12,운영 외,fare,25,0,0
3,평촌역,30,12,운영 외,walk,25,0,0
3,평촌역,30,14,운영 외,fare,25,0,0
3,평촌역,30,14,운영 외,walk,25,0,0
3,평촌역,30,16,운영 외,fare,25,0,0
3,평촌역,30,16,운영 외,walk,25,0,0
3,평촌역,30,18,운영 외,fare,25,0,0
3,평촌역,30,18,운영 외,walk,25,0,0
3,평촌역,30,20,운영 외,fare,25,0,0
3,평촌역,30,20,운영 외,walk,25,0,0
3,평촌역,30,22,운영 외,fare,25,0,0
3,평촌역,30,22,운영 외,walk,25,0,0
3,평촌역,60,0,운영 외,fare,25,1,0
3,평촌역,60,0,운영 외,walk,25,1,1
3,평촌역,60,2,운영 외,fare,25,1,0
3,평촌역,60,2,운영 외,walk,25,1,1
3,평촌역,60,4,운영 외,fare,25,1,1
3,평촌역,60,4,운영 외,walk,25,1,1
3,평촌역,60,6,운영 외,fare,25,0,0
3,평촌역,60,6,운영 외,walk,25,0,0
3,평촌역,60,8,운영 외,fare,25,0,0
3,평촌역,60,8,운영 외,walk,25,0,0
3,평촌역,60,10,운영 외,fare,25,0,0
3,평촌역,60,10,운영 외,walk,25,0,0
3,평촌역,60,12,운영 외,fare,25,0,0
3,평촌역,60,12,운영 외,walk,25,0,0
3,평촌역,60,14,운영 외,fare,25,0,0
3,평촌역,60,14,운영 외,walk,25,0,0
3,평촌역,60,16,운영 외,fare,25,0,0
3,평촌역,60,16,운영 외,walk,25,0,0
3,평촌역,60,18,운영 외,fare,25,0,0
3,평촌역,60,18,운영 외,walk,25,0,0
3,평촌역,60,20,운영 외,fare,25,0,0
3,평촌역,60,20,운영 외,walk,25,0,0
3,평촌역,60,22,운영 외,fare,25,1,0
3,평촌역,60,22,운영 외,walk,25,1,1
3,평촌역,120,0,운영 외,fare,25,1,0
3,평촌역,120,0,운영 외,walk,25,1,1
3,평촌역,120,2,운영 외,fare,25,1,1
3,평촌역,120,2,운영 외,walk,25,1,1
3,평촌역,120,4,운영 외,fare,25,1,1
3,평촌역,120,4,운영 외,walk,25,1,1
3,평촌역,120,6,운영 외,fare,25,1,1
3,평촌역,120,6,운영 외,walk,25,1,1
3,평촌역,120,8,운영 외,fare,25,0,0
3,평촌역,120,8,운영 외,walk,25,0,0
3,평촌역,120,10,운영 외,fare,25,0,0
3,평촌역,120,10,운영 외,walk,25,0,0
3,평촌역,120,12,운영 외,fare,25,0,0
3,평촌역,120,12,운영 외,walk,25,0,0
3,평촌역,120,14,운영 외,fare,25,0,0
3,평촌역,120,14,운영 외,walk,25,0,0
3,평촌역,120,16,운영 외,fare,25,0,0
3,평촌역,120,16,운영 외,walk,25,0,0
3,평촌역,120,18,운영 외,fare,25,0,0
3,평촌역,120,18,운영 외,walk,25,0,0
3,평촌역,120,20,운영 외,fare,25,0,0
3,평촌역,120,20,운영 외,walk,25,0,0
3,인덕원역,15,0,운영 외,fare,20,0,0
3,인덕원역,15,0,운영 외,walk,20,0,0
3,인덕원역,15,2,운영 외,fare,20,0,0
3,인덕원역,15,2,운영 외,walk,20,0,0
3,인덕원역,15,4,운영 외,fare,20,0,0
3,인덕원역,15,4,운영 외,walk,20,0,0
3,인덕원역,15,6,운영 외,fare,20,0,0
3,인덕원역,15,6,운영 외,walk,20,0,0
3,인덕원역,15,8,운영 외,fare,20,0,0
3,인덕원역,15,8,운영 외,walk,20,0,0
3,인덕원역,15,10,운영 외,fare,20,0,0
3,인덕원역,15,10,운영 외,walk,20,0,0
3,인덕원역,15,12,운영 외,fare,20,0,0
3,인덕원역,15,12,운영 외,walk,20,0,0
3,인덕원역,15,14,운영 외,fare,20,0,0
3,인덕원역,15,14,운영 외,walk,20,0,0
3,인덕원역,15,16,운영 외,fare,20,0,0
3,인덕원역,15,16,운영 외,walk,20,0,0
3,인덕원역,15,18,운영 외,fare,20,0,0
3,인덕원역,15,18,운영 외,walk,20,0,0
3,인덕원역,15,20,운영 외,fare,20,0,0
3,인덕원역,15,20,운영 외,walk,20,0,0
3,인덕원역,15,22,운영 외,fare,20,0,0
3,인덕원역,15,22,운영 외,walk,20,0,0
3,인덕원역,30,0,운영 외,fare,20,0,0
3,인덕원역,30,0,운영 외,walk,20,0,0
3,인덕원역,30,2,운영 외,fare,20,0,0
3,인덕원역,30,2,운영 외,walk,20,0,0
3,인덕원역,30,4,운영 외,fare,20,0,0
3,인덕원역,30,4,운영 외,walk,20,0,0
3,인덕원역,30,6,운영 외,fare,20,0,0
3,인덕원역,30,6,운영 외,walk,20,0,0
3,인덕원역,30,8,운영 외,fare,20,0,0
3,인덕원역,30,8,운영 외,walk,20,0,0
3,인덕원역,30,10,운영 외,fare,20,0,0
3,인덕원역,30,10,운영 외,walk,20,0,0
3,인덕원역,30,12,운영 외,fare,20,0,0
3,인덕원역,30,12,운영 외,walk,20,0,0
3,인덕원역,30,14,운영 외,fare,20,0,0
3,인덕원역,30,14,운영 외,walk,20,0,0
3,인덕원역,30,16,운영 외,fare,20,0,0
3,인덕원역,30,16,운영 외,walk,20,0,0
3,인덕원역,30,18,운영 외,fare,20,0,0
3,인덕원역,30,18,운영 외,walk,20,0,0
3,인덕원역,30,20,운영 외,fare,20,0,0
3,인덕원역,30,20,운영 외,walk,20,0,0
3,인덕원역,30,22,운영 외,fare,20,0,0
3,인덕원역,30,22,운영 외,walk,20,0,0
3,인덕원역,60,0,운영 외,fare,20,1,0
3,인덕원역,60,0,운영 외,walk,20,1,0
3,인덕원역,60,2,운영 외,fare,20,1,0
3,인덕원역,60,2,운영 외,walk,20,1,0
3,인덕원역,60,4,운영 외,fare,20,1,1
3,인덕원역,60,4,운영 외,walk,20,1,1
3,인덕원역,60,6,운영 외,fare,20,0,0
3,인덕원역,60,6,운영 외,walk,20,0,0
3,인덕원역,60,8,운영 외,fare,20,0,0
3,인덕원역,60,8,운영 외,walk,20,0,0
3,인덕원역,60,10,운영 외,fare,20,0,0
3,인덕원역,60,10,운영 외,walk,20,0,0
3,인덕원역,60,12,운영 외,fare,20,0,0
3,인덕원역,60,12,운영 외,walk,20,0,0
3,인덕원역,60,14,운영 외,fare,20,0,0
3,인덕원역,60,14,운영 외,walk,20,0,0
3,인덕원역,60,16,운영 외,fare,20,0,0
3,인덕원역,60,16,운영 외,walk,20,0,0
3,인덕원역,60,18,운영 외,fare,20,0,0
3,인덕원역,60,18,운영 외,walk,20,0,0
3,인덕원역,60,20,운영 외,fare,20,0,0
3,인덕원역,60,20,운영 외,walk,20,0,0
3,인덕원역,60,22,운영 외,fare,20,1,0
3,인덕원역,60,22,운영 외,walk,20,1,0
3,인덕원역,120,0,운영 외,fare,20,1,0
3,인덕원역,120,0,운영 외,walk,20,1,0
3,인덕원역,120,2,운영 외,fare,20,1,1
3,인덕원역,120,2,운영 외,walk,20,1,1
3,인덕원역,120,4,운영 외,fare,20,1,1
3,인덕원역,120,4,운영 외,walk,20,1,1
3,인덕원역,120,6,운영 외,fare,20,1,1
3,인덕원역,120,6,운영 외,walk,20,1,1
3,인덕원역,120,8,운영 외,fare,20,0,0
3,인덕원역,120,8,운영 외,walk,20,0,0
3,인덕원역,120,10,운영 외,fare,20,0,0
3,인덕원역,120,10,운영 외,walk,20,0,0
3,인덕원역,120,12,운영 외,fare,20,0,0
3,인덕원역,120,12,운영 외,walk,20,0,0
3,인덕원역,120,14,운영 외,fare,20,0,0
3,인덕원역,120,14,운영 외,walk,20,0,0
3,인덕원역,120,16,운영 외,fare,20,0,0
3,인덕원역,120,16,운영 외,walk,20,0,0
3,인덕원역,120,18,운영 외,fare,20,0,0
3,인덕원역,120,18,운영 외,walk,20,0,0
3,인덕원역,120,20,운영 외,fare,20,0,0
3,인덕원역,120,20,운영 외,walk,20,0,0
4,안양시청,15,0,운영 외,fare,26,1,0
4,안양시청,15,0,운영 외,walk,26,1,0
4,안양시청,15,2,운영 외,fare,26,1,0
4,안양시청,15,2,운영 외,walk,26,1,0
4,안양시청,15,4,운영 외,fare,26,1,0
4,안양시청,15,4,운영 외,walk,26,1,0
